"company","subject","description","status","priority","category","contact","assignedTo","tasksPerformed","pcName","serialNumber","pendingTasks","equipmentTaken","hours","createdAt","resolvedAt"
"ZVOS","Inloggen computer thuis","Ik heb thuis een pc die in het verleden verbonden was met de omgeving van Fellow Zorg, maar nu niet meer. Waarschijnlijk is deze omgezet naar een andere omgeving. Kan deze pc zo worden ingesteld dat ik kan inloggen als hoe ik inlog op kantoor, met mijn Fellow Zorg-account?","CLOSED","HIGH","ACCOUNT","F Tesaguaguin","Voorganger","","","","","","","2024-06-25","2024-06-26"
"SAMEN100CARE","Mail isseus","","CLOSED","NORMAL","ACCOUNT","Mettaouil","Voorganger","","","","","","","2024-06-27","2024-06-27"
"ZVOS","Instellen nieuwe laptop (eigen laptop)","","CLOSED","NORMAL","HARDWARE","F Tesaguaguin","Voorganger","","","","","","","2024-06-27","2024-06-27"
"BVZ","Werkplek verhuizen en adapter vervangen","","WAITING","NORMAL","OTHER","Selma Akatal","Voorganger","","","","","","","2024-06-28",""
"BVZ","Camera","","CLOSED","NORMAL","HARDWARE","A Amine","Voorganger","","","","","","","2024-07-01","2024-09-03"
"MAZAZORG","teams","","CLOSED","NORMAL","ACCOUNT","Info","Voorganger","","","","","","","2024-07-02","2024-07-02"
"ZVOS","Snelheid computers","Een aantal computers bij ons op kantoor functioneren niet meer als voorheen, de snelheid is heel traag en op deze manier is het bijna onmogelijk om te werken. Kan dit probleem z.s.m. worden opgelost?","CLOSED","HIGH","OTHER","F Tesaguaguin","Voorganger","","","","","","","2024-07-02","2024-07-11"
"INTERIMFINANCE","Scannen","","CLOSED","NORMAL","OTHER","Y Salama","Voorganger","","","","","","","2024-07-02","2024-07-04"
"ELMAR","Laptop isseus","","CLOSED","NORMAL","HARDWARE","P Mckee","Voorganger","","","","","","","2024-07-04","2024-07-09"
"INTERIMFINANCE","Laptop isseus","","CLOSED","NORMAL","HARDWARE","F Salama","Voorganger","","","","","","","2024-07-04","2024-07-11"
"INTERIMFINANCE","Aanvraag aanmaak e-mail adres tbv onze facturatie","","CLOSED","NORMAL","ACCOUNT","Info","Voorganger","","","","","","","2024-07-04","2024-07-11"
"ITFIN","Mail isseus","","CLOSED","NORMAL","ACCOUNT","Info","Voorganger","","","","","","","2024-07-05","2024-07-11"
"MUNTMASTERS","FW: Je aanvraag voor nummerbehoud is afgewezen door je huidige aanbieder","","CLOSED","NORMAL","OTHER","Abdelhak","Voorganger","","","","","","","2024-07-09","2024-08-09"
"MUNTMASTERS","IT verzoek!","","CLOSED","NORMAL","OTHER","Abdelhak","Voorganger","","","","","","","2024-07-11","2024-07-11"
"MUNTMASTERS","IT Verzoek!","","CLOSED","NORMAL","OTHER","Abdelhak","Voorganger","","","","","","","2024-07-11","2024-08-01"
"MUNTMASTERS","IT Verzoek -","","CLOSED","NORMAL","OTHER","Abdelhak","Voorganger","","","","","","","2024-07-11","2024-07-11"
"ZVOS","Vecozoo","","CLOSED","NORMAL","OTHER","A Zerkouni","Voorganger","","","","","","","2024-07-11","2024-07-11"
"ZVOS","Opzegging telefoniet","","WAITING","NORMAL","OTHER","S Tesaguaguin","Voorganger","","","","","","","2024-07-12",""
"HZB","Inloggen nieuwe werkplek","","CLOSED","NORMAL","ACCOUNT","Akarimi","Voorganger","","","","","","","2024-07-12","2024-07-12"
"LAGELANDENZORG","Office pakket","","CLOSED","NORMAL","ACCOUNT","S Vanhoven","Voorganger","","","","","","","2024-07-14","2024-09-12"
"CODENAMEFUTURE","Accounts deactiveren","Hoi Hassan,
Kun je de volgende accounts deactiveren:
- Janna Pot
- Anzil 
- Tristan
- Fleur
Zou je mij dit ook kunnen bevestigen? Alvast dank.
Groet,
Martijn","CLOSED","NORMAL","ACCOUNT","Martijn","Voorganger","","","","","","","2024-07-15","2024-07-24"
"ALTUM","Nieuwe Medewerker Arno Sluimer","SIM : 8931440301465340451
Office 365 : a.sluimer@altum-ts.nl      
Iphone SN: FFWDNBT30F0X
EMEI: 351066250563463
Toegangscode : 000000","CLOSED","NORMAL","OTHER","Engelbert Hansma","Voorganger","","","","","","","2024-07-16","2024-09-03"
"ZVOS","Opzegging telefonie","","CLOSED","NORMAL","OTHER","S Tesaguaguin","Voorganger","","","","","","","2024-07-17","2024-07-17"
"INTERIMFINANCE","Mailbox","","CLOSED","NORMAL","ACCOUNT","Y Salama","Voorganger","","","","","","","2024-07-25","2024-08-01"
"INTERIMFINANCE","Nieuwe laptop koppelen aan office 365","","WAITING","NORMAL","HARDWARE","Y Salama","Voorganger","","","","","","","2024-07-30",""
"RAJATHUISZORG","Synchronisatie","","CLOSED","NORMAL","OTHER","G Vanspengen","Voorganger","","","","","","","2024-08-01","2024-08-26"
"ITFIN","Camera","3815BJ 106","WAITING","NORMAL","HARDWARE","Info","Voorganger","","","","","","","2024-08-01",""
"INTERIMFINANCE","Office activeren","","CLOSED","NORMAL","ACCOUNT","Y Salama","Voorganger","","","","","","","2024-08-07","2024-08-07"
"NANO","Wijzigen wachtwoord","","CLOSED","NORMAL","ACCOUNT","Info","Voorganger","","","","","","","2024-08-10","2024-08-11"
"ITFIN","werk","","CLOSED","NORMAL","OTHER","Administratie","Voorganger","","","","","","","2024-08-12","2024-08-12"
"BVZ","bendy","","CLOSED","NORMAL","OTHER","Selma Akatal","Voorganger","","","","","","","2024-08-13","2024-08-13"
"RAJATHUISZORG","Missing ZORGMANAGEMENT files","","CLOSED","NORMAL","OTHER","G Vanspengen","Voorganger","","","","","","","2024-08-14","2024-08-26"
"HZB","Problemen met outlook","","CLOSED","NORMAL","ACCOUNT","Kruitenberg","Voorganger","","","","","","","2024-08-15","2024-08-15"
"HZB","Mail","","CLOSED","NORMAL","ACCOUNT","Kruitenberg","Voorganger","","","","","","","2024-08-15","2024-08-15"
"ITFIN","werk","","CLOSED","NORMAL","OTHER","Administratie","Voorganger","","","","","","","2024-08-15","2024-08-16"
"HZB","Laptop","","CLOSED","NORMAL","HARDWARE","Jtekfaoui","Voorganger","","","","","","","2024-08-20","2024-08-20"
"ZVOS","Laptop maakt rare geluid","","CLOSED","NORMAL","HARDWARE","S Tesaguaguin","Voorganger","","","","","","","2024-08-20","2024-08-23"
"CODENAMEFUTURE","Accounts stagiairs","Hoi Hassan,
Aanstaande maandag beginnen 3 nieuwe stagiairs bij ons. Hier heeft Seliena je dinsdag over gemaild. Zou jij deze accounts morgen (vrijdag) uiterlijk naar ons kunnen sturen? Dank.
Het betreft:
- Amrita Chuttoo
- Juanita Oteng
- Aftab Habibi
Groet,
Martijn","CLOSED","HIGH","ACCOUNT","Martijn","Voorganger","","","","","","","2024-08-22","2024-08-23"
"ZVOS","Office activeren","","CLOSED","NORMAL","ACCOUNT","S Tesaguaguin","Voorganger","","","","","","","2024-08-23","2024-08-23"
"ZVOS","Zivver","","CLOSED","NORMAL","ACCOUNT","H Bakkali","Voorganger","","","","","","","2024-08-24","2024-08-26"
"ITFIN","Goedemiddag","","CLOSED","NORMAL","OTHER","","Voorganger","","","","","","","2024-08-26","2024-08-26"
"ZVOS","Inlog issues Kelly","","CLOSED","NORMAL","OTHER","A Zerkouni","Voorganger","","","","","","","2024-08-28","2024-09-03"
"ZVOS","mailaccount aanmaken voor Fellow Thuiszorg","Salam Hassan,
Kan je voor de volgende mdw mailaccounts aanmaken voor thuiszorg:
Adam Lemaalem
Oethman Ouchen
Mohamed Bouazza
Abbas Celepli
ik ontvang graag inloggegevens.
bij voorbaat dank.
Saida","CLOSED","HIGH","ACCOUNT","S Tesaguaguin","Voorganger","","","","","","","2024-08-28","2024-08-29"
"ITFIN","PC","","CLOSED","NORMAL","HARDWARE","Jaouad-Tekfaoui","Voorganger","","","","","","","2024-08-28","2024-08-29"
"ELMAR","VPN","","CLOSED","NORMAL","NETWORK","A Elkarti","Voorganger","","","","","","","2024-08-28","2024-08-29"
"CODENAMEFUTURE","Account stagiair aanmaken","Hoi Hassan,
Maandag begint Hano Khalid bij ons met zijn stage. Zou jij een account voor hem aan kunnen maken? Mogelijk staat zijn account nog in het systeem (inactief) omdat hij eerder stage heeft gelopen bij ons.
Kun je zijn gegevens naar mij sturen?
Dank!
Groet,
Martijn","CLOSED","HIGH","ACCOUNT","Martijn","Voorganger","","","","","","","2024-08-30","2024-09-02"
"HZB","PC valt uit","","CLOSED","NORMAL","HARDWARE","Jtekfaoui","Voorganger","","","","","","","2024-09-02","2024-10-03"
"RAJATHUISZORG","Office 365","","CLOSED","NORMAL","ACCOUNT","Noema","Voorganger","","","","","","","2024-09-02","2024-09-03"
"ALTUM","contact form uitzetten","","CLOSED","NORMAL","OTHER","Engelbert Hansma","Voorganger","","","","","","","2024-09-02","2025-06-10"
"ZVOS","mail vanuit printer","","CLOSED","NORMAL","HARDWARE","M Steinmetz","Voorganger","","","","","","","2024-09-02","2024-11-29"
"BVZ","Camera","","CLOSED","NORMAL","HARDWARE","A Tajjiou","Voorganger","","","","","","","2024-09-02","2024-09-12"
"ELMAR","Teams","","CLOSED","NORMAL","ACCOUNT","P Mckee","Voorganger","","","","","","","2024-09-03","2024-09-03"
"CODENAMEFUTURE","Inbox redactie en Suze de Jonge","Ha Hassan,
Kun jij Suze de Jonge koppelen aan de inbox van de redactie? Dank!","CLOSED","NORMAL","OTHER","Martijn","Voorganger","","","","","","","2024-09-03","2024-09-03"
"HZB","Open zetten mappen Naara Troost","","CLOSED","NORMAL","SOFTWARE","Ebless","Voorganger","","","","","","","2024-09-03","2024-09-05"
"CODENAMEFUTURE","Office 365 issues","","CLOSED","NORMAL","ACCOUNT","Martijn","Voorganger","","","","","","","2024-09-03","2025-02-17"
"CODENAMEFUTURE","Admin account smartboard","","CLOSED","NORMAL","ACCOUNT","Martijn","Voorganger","","","","","","","2024-09-03","2025-02-17"
"ZVOS","Inloggen Najim","","CLOSED","NORMAL","ACCOUNT","H Bakkali","Voorganger","","","","","","","2024-09-04","2024-09-04"
"HZB","adobe","","CLOSED","NORMAL","ACCOUNT","Naara","Voorganger","","","","","","","2024-09-04","2024-09-05"
"INTERIMFINANCE","Mail Isseus","","CLOSED","NORMAL","ACCOUNT","Y Salama","Voorganger","","","","","","","2024-09-05","2024-09-05"
"ITFIN","Clockwise","","CLOSED","NORMAL","OTHER","Mohamed","Voorganger","","","","","","","2024-09-06","2024-09-06"
"SAMEN100CARE","Facturen","","CLOSED","NORMAL","OTHER","Mettaouil","Voorganger","","","","","","","2024-09-08","2024-09-08"
"ITFIN","Graag  accomodatie inc ontbijt voor:

1. Hasan
2. Ali

ONLY Rivetoile
Pl Dauphine 3
67100 Strasbourg (FR)

2024-100-016

Check in: 06/09/2024
Check uit: 07/09/2024


Alvast dank!","","CLOSED","NORMAL","OTHER","","Voorganger","","","","","","","2024-09-09","2024-09-09"
"ALTUM","Office 365","","CLOSED","NORMAL","ACCOUNT","A Sluimer","Voorganger","","","","","","","2024-09-11","2024-09-11"
"HZB","Traagheid","","CLOSED","NORMAL","OTHER","Kruitenberg","Voorganger","","","","","","","2024-09-12","2024-09-16"
"NANO","Geen licentie","","CLOSED","NORMAL","ACCOUNT","Info","Voorganger","","","","","","","2024-09-15","2024-09-16"
"TRC","Mail","","CLOSED","NORMAL","ACCOUNT","A Mohamed","Voorganger","","","","","","","2024-09-16","2024-09-16"
"ELMAR","Teams","","CLOSED","NORMAL","ACCOUNT","P Mckee","Voorganger","","","","","","","2024-09-17","2024-09-17"
"CODENAMEFUTURE","Toegang info@ voor stagiairs","Ha Hassan,
Zou jij onze stagiairs Aftab, Amritha en Hano toegang kunnen geven tot de mailbox van 
info@codenamefuture.nl
Hartelijk dank!
Groet,
Martijn","CLOSED","NORMAL","OTHER","Martijn","Voorganger","","","","","","","2024-09-17","2024-09-18"
"ZVOS","Vecozo","","CLOSED","NORMAL","OTHER","R Boughalab","Voorganger","","","","","","","2024-09-17","2024-09-19"
"HZB","GMAIL","","CLOSED","NORMAL","ACCOUNT","Akarimi","Voorganger","","","","","","","2024-09-17","2024-09-18"
"BVZ","Outlook","","CLOSED","NORMAL","ACCOUNT","A Amine","Voorganger","","","","","","","2024-09-18","2024-09-18"
"RAJATHUISZORG","email adressen","","CLOSED","NORMAL","ACCOUNT","G Vanspengen","Voorganger","","","","","","","2024-09-19","2024-10-03"
"MAZAZORG","Mail Isseus","","CLOSED","NORMAL","ACCOUNT","Wafae Elyousfi","Voorganger","","","","","","","2024-09-20","2024-09-30"
"ZVOS","Printe","","CLOSED","NORMAL","OTHER","F Tesaguaguin","Voorganger","","","","","","","2024-09-23","2024-09-23"
"ZVOS","Zivver","","CLOSED","NORMAL","ACCOUNT","R Boughalab","Voorganger","","","","","","","2024-09-25","2024-09-25"
"CODENAMEFUTURE","Toegang tot mailbox stagiairs","Hoi Hassan,
Kun je de stagiairs ook toegang geven tot de 
info@codenamefuture.nl
 mailbox? Ze hebben het mailadres al wel gekoppeld gekregen maar kunnen de map niet zien.
Groet,
Martijn","CLOSED","HIGH","ACCOUNT","Martijn","Voorganger","","","","","","","2024-09-26","2024-10-18"
"ZVOS","Printer","","CLOSED","NORMAL","HARDWARE","R Boughalab","Voorganger","","","","","","","2024-09-28","2024-11-29"
"RAJATHUISZORG","Nieuw email adres","","CLOSED","NORMAL","ACCOUNT","G Vanspengen","Voorganger","","","","","","","2024-09-30","2024-10-18"
"ZVOS","Geen rechten","","CLOSED","NORMAL","OTHER","K Jahya","Voorganger","","","","","","","2024-09-30","2024-10-03"
"MAZAZORG","Zilliz","","CLOSED","NORMAL","OTHER","Info","Voorganger","","","","","","","2024-10-01","2024-10-03"
"MUNTMASTERS","Toegang emailbox loon@muntmasters.com","","CLOSED","NORMAL","ACCOUNT","Yassine","Voorganger","","","","","","","2024-10-03","2024-10-03"
"ELMAR","Bestellen","- 3 dockingstation
- 4 schermen
- 3 tafelpoten hoogte
- 1 tafelpoot vergaderzaal
- 1 digibord
- 1 printer 
- 1 koffiezetaparaat","CLOSED","NORMAL","OTHER","Fikri","Voorganger","","","","","","","2024-10-07","2024-10-08"
"ITFIN","toegang externen","","CLOSED","NORMAL","OTHER","Yassine","Voorganger","","","","","","","2024-10-09","2024-11-29"
"MUNTMASTERS","IT verzoek!","","CLOSED","NORMAL","OTHER","Abdelhak","Voorganger","","","","","","","2024-10-10","2024-10-16"
"MUNTMASTERS","IT verzoek","","CLOSED","NORMAL","OTHER","Abdelhak","Voorganger","","","","","","","2024-10-14","2024-11-29"
"ITFIN","TOA instellingen","","CLOSED","NORMAL","OTHER","Czuidema","Voorganger","","","","","","","2024-10-15","2024-10-15"
"ZVOS","Onedrive","","CLOSED","NORMAL","ACCOUNT","A Zerkouni","Voorganger","","","","","","","2024-10-15","2024-10-18"
"ZVOS","Printer","","CLOSED","NORMAL","HARDWARE","M Steinmetz","Voorganger","","","","","","","2024-10-15","2024-10-18"
"RAJATHUISZORG","FW: FW: R.A. Grigorjan / Wijkzorg Nijmegen","","CLOSED","NORMAL","OTHER","G Vanspengen","Voorganger","","","","","","","2024-10-18","2024-10-18"
"RAJATHUISZORG","FW: Factuur F20241859","","CLOSED","NORMAL","OTHER","G Vanspengen","Voorganger","","","","","","","2024-10-18","2025-07-02"
"RAJATHUISZORG","FW: Proefstroken verloning oktober 2024","","CLOSED","NORMAL","OTHER","G Vanspengen","Voorganger","","","","","","","2024-10-18","2025-10-23"
"RAJATHUISZORG","FW: RE: R.A. Grigorian","","CLOSED","NORMAL","OTHER","G Vanspengen","Voorganger","","","","","","","2024-10-18","2024-10-24"
"HZB","Mail","","CLOSED","NORMAL","ACCOUNT","Administratie","Voorganger","","","","","","","2024-10-21","2025-01-06"
"RAJATHUISZORG","Mail","","CLOSED","NORMAL","ACCOUNT","Noema","Voorganger","","","","","","","2024-10-21","2024-11-04"
"HZB","Printer","","CLOSED","NORMAL","HARDWARE","Ebless","Voorganger","","","","","","","2024-10-22","2024-11-04"
"HZB","Extra mail adres Het Zorgbureau","","CLOSED","NORMAL","ACCOUNT","Ebless","Voorganger","","","","","","","2024-10-24","2024-10-27"
"INTERIMFINANCE","Printer","","CLOSED","NORMAL","HARDWARE","Y Salama","Voorganger","","","","","","","2024-10-24","2024-11-04"
"ITFIN","Moskee","","CLOSED","NORMAL","OTHER","Administratie","Voorganger","","","","","","","2024-10-24","2024-10-25"
"ITFIN","FW: Nieuw account stagiaire Convey","","CLOSED","NORMAL","ACCOUNT","Helpdesk","Voorganger","","","","","","","2024-10-27","2024-11-06"
"ITFIN","FW: Sluiten e-mail Brian","","CLOSED","NORMAL","ACCOUNT","Helpdesk","Voorganger","","","","","","","2024-10-27","2025-02-03"
"ITFIN","FW: Oude office pakket stopzetten","","CLOSED","NORMAL","ACCOUNT","Helpdesk","Voorganger","","","","","","","2024-10-27","2024-11-06"
"ITFIN","Internet","","CLOSED","NORMAL","NETWORK","Helpdesk","Voorganger","","","","","","","2024-11-03","2024-11-04"
"ZVOS","PDF","","CLOSED","NORMAL","OTHER","A Zerkouni","Voorganger","","","","","","","2024-11-05","2024-11-05"
"ELMAR","Stabiplan","","CLOSED","NORMAL","OTHER","Fikri","Voorganger","","","","","","","2024-11-11","2025-03-20"
"ELMAR","VPN","","CLOSED","NORMAL","NETWORK","A Moussati","Voorganger","","","","","","","2024-11-11","2024-11-29"
"ZVOS","Isseu met zilles","","CLOSED","NORMAL","OTHER","H Bakkali","Voorganger","","","","","","","2024-11-15","2024-11-18"
"ZVOS","Zivver","","CLOSED","NORMAL","ACCOUNT","R Boughalab","Voorganger","","","","","","","2024-11-19","2025-01-06"
"MAZAZORG","Klanten","","CLOSED","NORMAL","OTHER","Wafae Elyousfi","Voorganger","","","","","","","2024-11-22","2024-11-29"
"BVZ","Pinter","","CLOSED","NORMAL","OTHER","Abdelhamid Amine","Voorganger","","","","","","","2024-11-25","2024-11-27"
"RAJATHUISZORG","Firewall","","CLOSED","NORMAL","OTHER","H Shekho","Voorganger","","","","","","","2024-11-27","2024-11-27"
"ZVOS","Mail  / Agenda","","CLOSED","NORMAL","ACCOUNT","Y Bouabid","Voorganger","","","","","","","2024-11-28","2024-11-29"
"ELMAR","VPN","","CLOSED","NORMAL","NETWORK","A Moussati","Voorganger","","","","","","","2024-11-29","2024-11-29"
"ZVOS","Veceozo","","CLOSED","NORMAL","OTHER","A Zerkouni","Voorganger","","","","","","","2024-11-29","2024-11-29"
"ELMAR","Mail","","CLOSED","NORMAL","ACCOUNT","A Elkarti","Voorganger","","","","","","","2024-12-01","2024-12-02"
"MAZAZORG","Teams","","CLOSED","NORMAL","ACCOUNT","Wafae Elyousfi","Voorganger","","","","","","","2024-12-09","2025-02-16"
"ZVOS","Teams","","CLOSED","NORMAL","ACCOUNT","H Bakkali","Voorganger","","","","","","","2024-12-10","2025-01-06"
"ZVOS","Vecozo","","CLOSED","NORMAL","OTHER","A Zerkouni","Voorganger","","","","","","","2024-12-10","2025-01-06"
"CODENAMEFUTURE","Account Dylan Vader","Hoi Hassan,
Kun jij een account aanmaken voor onze nieuwe collega Dylan Vader? Hij start komende donderdag bij ons.
Alvast dank!
Groet,
Martijn","CLOSED","NORMAL","ACCOUNT","Martijn","Voorganger","","","","","","","2024-12-10","2025-01-06"
"HZB","Telefoon","","CLOSED","NORMAL","HARDWARE","Aloswijk","Voorganger","","","","","","","2024-12-17","2025-03-20"
"MUNTMASTERS","een niuewe mail","","CLOSED","NORMAL","ACCOUNT","Abdelhak","Voorganger","","","","","","","2024-12-18","2024-12-30"
"ZVOS","Instellen Computer","One drive mappen toevoegen aan de macbook en mogelijk ipad 
Gedeelde postvakken toevoegen aan de mail","CLOSED","NORMAL","OTHER","A Zerkouni","Voorganger","","","","","","","2024-12-19","2025-02-16"
"CODENAMEFUTURE","Nieuwe accounts en afsluiten accounts","Hoi Hassan,
Vorige week had ik een aanvraag gedaan voor een account van Dylan Vader
via het ticket systeem. Was deze al bij jou doorgekomen? Volgens mij is deze namelijk
nog niet gerealiseerd.
Er start vanaf maandag 6 januari nog een aantal stagiairs:
Biya
     Hassan
Catlyn van
     Diem
Kun jij voor hen een account aanmaken?
Layla en Seliena zijn vanaf 1 januari niet meer werkzaam bij ons. Kun
jij hun account afsluiten maar wel hun data toegankelijk houden?
Alvast dank!
Groet,
Martijn","CLOSED","HIGH","ACCOUNT","Martijn","Voorganger","","","","","","","2024-12-19","2025-02-03"
"ELMAR","VPN","","CLOSED","NORMAL","NETWORK","A Moussati","Voorganger","","","","","","","2024-12-20","2024-12-24"
"ZVOS","Foutmelding","","CLOSED","NORMAL","OTHER","Y Bouabid","Voorganger","","","","","","","2024-12-23","2025-01-06"
"ITFIN","Mail","","CLOSED","NORMAL","ACCOUNT","Bardai","Voorganger","","","","","","","2024-12-30","2025-02-04"
"ITFIN","Inloggern","","CLOSED","NORMAL","OTHER","Adminiestratie","Ayoub Elkaoui","","","","","","","2025-01-08","2025-02-04"
"ITFIN","Laptop 15,6 incjh 2 fietsen","","OPEN","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2025-01-12",""
"BVZ","camera","","CLOSED","NORMAL","HARDWARE","H Zahid","Ayoub Elkaoui","","","","","","","2025-01-21","2025-02-04"
"ZVOS","Camera","","CLOSED","NORMAL","HARDWARE","H Bakkali","Ayoub Elkaoui","","","","","","","2025-02-04","2025-02-16"
"ELMAR","Autocad","","CLOSED","NORMAL","OTHER","F Eijs","Ayoub Elkaoui","","","","","","","2025-02-05","2025-02-14"
"ITFIN","Hoi Hassan, heb je mogelijk zicht op wanneer de andere laptop gereed is? Het wegspringen op m’n laptop gebeurd steeds vaker. Alvast bedankt.
Groet Rob van de Wetering.","","CLOSED","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2025-02-06","2025-02-14"
"MUNTMASTERS","Overdracht telefonieaccount","","CLOSED","NORMAL","ACCOUNT","Abdelhak","Ayoub Elkaoui","","","","","","","2025-02-07","2025-07-02"
"ITFIN","Hoi Hassan, kleine vraag, was het nog gelukt mijn Microsoft te resetten? Krijg nog steeds de melding “activeren”.
Alvast bedankt, groet Rob.","","CLOSED","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-02-12","2025-02-14"
"ELMAR","Remote werken","","CLOSED","NORMAL","OTHER","L Schepers","Ayoub Elkaoui","","","","","","","2025-02-14","2025-02-16"
"ZVOS","Camera","","CLOSED","NORMAL","HARDWARE","H Bakkali","Ayoub Elkaoui","","","","","","","2025-02-14","2025-02-16"
"ZVOS","Shiftbase","","CLOSED","NORMAL","OTHER","A Zerkouni","Ayoub Elkaoui","","","","","","","2025-02-16","2025-02-17"
"ZVOS","Office","","CLOSED","NORMAL","ACCOUNT","Y Bouabid","Ayoub Elkaoui","","","","","","","2025-02-17","2025-02-17"
"ELMAR","Test","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-02-17","2025-02-17"
"ZVOS","Openstaande taken","- Camera toevoegen op recorder
- Intunes inregelen voor profiel gebruikers
- Camera geluid opnemen
- Zoemer (bel) heideveld","OPEN","NORMAL","OTHER","A Zerkouni","Ayoub Elkaoui","","","","","","","2025-02-22",""
"ALTUM","Storing aan HDMI aansluiting Laptop (slechte connectie, knipperend SMART board scherm)","","CLOSED","NORMAL","HARDWARE","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-02-26","2025-05-22"
"ZVOS","Zivver","","CLOSED","NORMAL","ACCOUNT","Y Bouabid","Ayoub Elkaoui","","","","","","","2025-03-03","2025-03-10"
"BVZ","kan niet in pc","","CLOSED","NORMAL","HARDWARE","A Amine","Ayoub Elkaoui","","","","","","","2025-03-05","2025-03-05"
"ITFIN","Printen werkt niet","","CLOSED","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-03-05","2025-03-05"
"ITFIN","FW: IT per 1-1-2025","","OPEN","NORMAL","OTHER","Helpdesk","Ayoub Elkaoui","","","","","","","2025-03-06",""
"ZVOS","Zivver","","CLOSED","NORMAL","ACCOUNT","H Bakkali","Ayoub Elkaoui","","","","","","","2025-03-06","2025-03-19"
"ITFIN","FW: Outlook loopt steeds vast","","WAITING","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-03-06",""
"MAZAZORG","Office 365","","CLOSED","NORMAL","ACCOUNT","Wafae Elyousfi","Ayoub Elkaoui","","","","","","","2025-03-17","2025-03-17"
"RAJATHUISZORG","Disk","","CLOSED","NORMAL","OTHER","G Vanspengen","Ayoub Elkaoui","","","","","","","2025-03-18","2025-03-19"
"INTERIMFINANCE","mail","","CLOSED","NORMAL","ACCOUNT","Y Salama","Ayoub Elkaoui","","","","","","","2025-03-19","2025-03-19"
"HZB","Mail","","CLOSED","NORMAL","ACCOUNT","Administratie","Ayoub Elkaoui","","","","","","","2025-03-20","2025-07-02"
"ZVOS","Zivver","","CLOSED","NORMAL","ACCOUNT","H Bakkali","Ayoub Elkaoui","","","","","","","2025-03-20","2025-07-02"
"RAJATHUISZORG","Account","","CLOSED","NORMAL","ACCOUNT","Naoemi","Ayoub Elkaoui","","","","","","","2025-03-31","2025-05-11"
"ALTUM","Syntus op 1 scherm ipv. op 3 schermen","","CLOSED","NORMAL","HARDWARE","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-04-03","2025-05-11"
"ALTUM","One drive synchroniseerd niet, kan de bestanden op mijn laptop niet benaderen","","CLOSED","NORMAL","HARDWARE","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-04-04","2025-05-11"
"ITFIN","handtekening outlook","","CLOSED","NORMAL","ACCOUNT","","Ayoub Elkaoui","","","","","","","2025-04-08","2025-04-08"
"ALTUM","stage loper Rodin van Genderen (laptop, account en programatuur)","","CLOSED","NORMAL","HARDWARE","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-05-08","2025-05-11"
"LAGELANDENZORG","Wachtwoord mail resetten voor Abderrahim Benzian","","CLOSED","NORMAL","ACCOUNT","A Tajdiri","Ayoub Elkaoui","","","","","","","2025-05-15","2025-06-05"
"ALTUM","FW: Toegang Syntus Altum Projects - Maintenance - Special Projects","","OPEN","NORMAL","OTHER","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-05-15",""
"ALTUM","FW: Openzetten zelfstudie portaal rechten Syntus","","OPEN","NORMAL","OTHER","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-05-15",""
"ALTUM","Syntess extern bureaublad licentie, wij kunnen geen bestelbonnen meer maken daar wij niet bij syntess komen.","","CLOSED","NORMAL","ACCOUNT","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-05-26","2025-06-05"
"LAGELANDENZORG","mailadressen","","CLOSED","NORMAL","ACCOUNT","Backoffice","Ayoub Elkaoui","","","","","","","2025-06-03","2025-06-05"
"LAGELANDENZORG","centraal beheren telefoons","","CLOSED","NORMAL","HARDWARE","Backoffice","Ayoub Elkaoui","","","","","","","2025-06-03","2025-06-05"
"ITFIN","Goedemorgen, we hebben macbook voor LageLanden Zorg BV in gebruik waarvan de medewerkster uit dienst is gegaan. Kan deze ook door een andere collega worden gebruikt. Met andere woorden op welke wijze ","","WAITING","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-06-05",""
"TRC","Laptop installeren / email account aanmaken","Taken voor uitvoering:
Nieuwe laptop installeren voor werk gebruik
Apps installeren office, chrome, adobe reader
email account aanmaken onder Deta & interim BV
Email onder de naam: Abdelqader ben ali
Laptop koppelen aan werk omgeving","CLOSED","NORMAL","HARDWARE","A Mohamed","Ayoub Elkaoui","","","","","","","2025-06-12","2025-06-12"
